省,市,商品名称,产品名称,订单行数,数量合计,GMV合计
贵州省,遵义市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,8,21.0,298.4504
海南省,省直辖县级行政区划,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,13,22.0,298.13
云南省,临沧市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,8,15.0,297.57
福建省,泉州市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,14,34.0,297.25
浙江省,湖州市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,13,35.0,297.1404
河北省,石家庄市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,17,33.0,296.6196
四川省,绵阳市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,14,22.0,296.4099
四川省,乐山市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,11,28.0,293.93
云南省,怒江傈僳族自治州,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,4,17.0,293.2804
辽宁省,抚顺市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,13,21.0,291.3898
山东省,青岛市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,22,30.0,291.2
江西省,新余市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,10,15.0,289.18
广东省,湛江市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,12,20.0,289.15000000000003
内蒙古自治区,兴安盟,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,8,18.0,286.48
湖南省,长沙市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,21,29.0,285.61
河南省,驻马店市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,10,22.0,280.7402
浙江省,宁波市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,18,26.0,278.4001
广东省,汕头市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,17,29.0,278.14
河北省,保定市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,13,32.0,278.0806
福建省,厦门市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,19,27.0,276.02
吉林省,四平市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,7,20.0,275.8402
河北省,张家口市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,7,19.0,254.26999999999998
江苏省,宿迁市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,12,18.0,254.2101
广西壮族自治区,桂林市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,13,17.0,249.51
江苏省,徐州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,12,18.0,248.7301
河南省,郑州市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,16,28.0,247.99
内蒙古自治区,锡林郭勒盟,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,6,15.0,244.1804
黑龙江省,大庆市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,7,19.0,241.4508
海南省,文昌市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,6,12.0,240.0177
广东省,揭阳市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,12,17.0,237.36
河南省,南阳市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,13,16.0,233.37
四川省,泸州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,7,18.0,230.6798
山东省,烟台市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,11,16.0,230.36
山西省,太原市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,18,23.0,226.37
河南省,周口市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,10,16.0,221.51
辽宁省,辽阳市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,10,16.0,218.92000000000002
山东省,菏泽市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,11,15.0,218.2201
安徽省,六安市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,10,15.0,216.29
浙江省,绍兴市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,12,15.0,216.25
四川省,达州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,6,16.0,213.5301
辽宁省,鞍山市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,13,29.0,207.5902
四川省,宜宾市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,8,15.0,206.9
广西壮族自治区,柳州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,6,14.0,206.70010000000002
安徽省,滁州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,9,14.0,203.54
福建省,福州市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,15,19.0,202.87
内蒙古自治区,呼伦贝尔市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,15.0,202.68
广东省,惠州市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,14,22.0,200.6902
安徽省,阜阳市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,9,15.0,199.5601
江西省,南昌市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,12,23.0,197.71
湖北省,神农架林区,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,2,10.0,197.51
海南省,乐东黎族自治县,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,5,10.0,196.56
海南省,陵水黎族自治县,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,4,10.0,195.57
河北省,邯郸市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,9,14.0,194.99
辽宁省,葫芦岛市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,9,14.0,192.9401
辽宁省,朝阳市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,11,13.0,191.62
浙江省,嘉兴市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,8,18.0,187.0
内蒙古自治区,包头市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,7,14.0,185.4197
河南省,信阳市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,11,13.0,185.07
海南省,定安县,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,4,9.0,184.47
湖南省,常德市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,7,14.0,183.07000000000002
云南省,昆明市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,9,12.0,182.99
山东省,枣庄市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,8,13.0,182.67000000000002
河北省,唐山市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,8,24.0,182.29000000000002
广东省,茂名市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,9,14.0,180.2
河南省,焦作市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,7,13.0,179.4402
四川省,广元市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,8,14.0,178.7001
湖南省,永州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,10,14.0,178.5799
吉林省,松原市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,5,13.0,177.7199
广东省,梅州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,5,13.0,177.09
江苏省,盐城市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,11,12.0,176.17000000000002
广西壮族自治区,北海市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,8,12.0,175.5001
安徽省,芜湖市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,9,13.0,175.19
广西壮族自治区,百色市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,5,13.0,173.5502
湖北省,宜昌市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,7,12.0,173.30020000000002
山东省,临沂市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,9,12.0,169.81
山西省,大同市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,8,20.0,168.12959999999998
宁夏回族自治区,石嘴山市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,5,10.0,167.94
四川省,眉山市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,7,12.0,167.76
海南省,五指山市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,5,9.0,165.29
吉林省,吉林市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,8,12.0,163.37
江苏省,扬州市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,6,19.0,159.90959999999998
云南省,迪庆藏族自治州,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,5,10.0,159.88
山西省,长治市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,9,12.0,158.4
黑龙江省,七台河市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,5,9.0,158.27
海南省,海口市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,8,18.0,156.66
江西省,吉安市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,6,11.0,154.81
湖南省,娄底市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,5,11.0,153.74020000000002
甘肃省,定西市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,2,8.0,152.99
吉林省,通化市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,6,11.0,151.8
福建省,漳州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,6,11.0,151.42000000000002
江西省,上饶市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,8,11.0,150.84
辽宁省,锦州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,7,10.0,150.77
贵州省,贵阳市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,10,10.0,149.65
海南省,临高县,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,2,7.0,148.91
河北省,沧州市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,11,14.0,147.73000000000002
山东省,德州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,7,11.0,147.63
河北省,廊坊市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,8,16.0,147.07999999999998
浙江省,温州市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,13,14.0,146.68
甘肃省,金昌市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,5,8.0,146.63
吉林省,辽源市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,3,9.0,146.4
浙江省,金华市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,11,15.0,146.38
山东省,济宁市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,7,10.0,145.29000000000002
安徽省,蚌埠市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,7,10.0,145.13
甘肃省,酒泉市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,6,7.0,144.9
山西省,阳泉市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,5,12.0,144.5098
辽宁省,铁岭市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,8,10.0,144.35999999999999
辽宁省,阜新市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,7,10.0,144.19
四川省,内江市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,5,10.0,141.3198
河南省,商丘市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,7,10.0,140.13
甘肃省,武威市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,4,8.0,137.39000000000001
山西省,大同市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,6,10.0,137.2001
湖北省,荆门市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,7,13.0,136.9498
江苏省,泰州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,7,10.0,136.93
四川省,绵阳市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,5,17.0,136.5002
湖北省,潜江市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,4,7.0,135.82
甘肃省,甘南藏族自治州,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,3,8.0,135.68
湖北省,黄石市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,8,10.0,133.73
山东省,济南市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,11,13.0,131.69
甘肃省,张掖市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,5,7.0,131.51
甘肃省,白银市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,5,7.0,130.99
贵州省,贵阳市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,7,16.0,130.92
山西省,临汾市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,3,12.0,130.81
陕西省,铜川市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,4,7.0,130.39000000000001
安徽省,合肥市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,12,12.0,129.73
河南省,济源市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,2,6.0,128.41
四川省,南充市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,6,8.0,127.46
宁夏回族自治区,中卫市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,4,8.0,127.19
吉林省,延边朝鲜族自治州,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,6,9.0,126.28999999999999
浙江省,绍兴市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,7,12.0,125.7502
山东省,莱芜市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,4,7.0,125.58
湖南省,怀化市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,3,9.0,124.86999999999999
广东省,潮州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,3,9.0,124.7
广东省,清远市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,6,14.0,124.61
甘肃省,白银市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,5,9.0,124.22999999999999
江西省,九江市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,7,15.0,123.62
福建省,宁德市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,5,9.0,123.3699
辽宁省,抚顺市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,5,16.0,123.3398
贵州省,安顺市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,6,9.0,119.53
河南省,新乡市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,6,9.0,119.52
四川省,自贡市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,7,8.0,119.42
四川省,资阳市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,6,9.0,118.43
青海省,海南藏族自治州,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,4,7.0,117.45
四川省,宜宾市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,7,11.0,117.18
福建省,三明市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,5,8.0,117.03
四川省,德阳市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,5,9.0,115.74
安徽省,淮北市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,5,9.0,115.6701
广西壮族自治区,南宁市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,11,11.0,114.18
辽宁省,朝阳市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,3,15.0,113.86959999999999
江苏省,泰州市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,7,11.0,113.70989999999999
四川省,乐山市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,6,8.0,113.55
广西壮族自治区,防城港市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,8.0,113.2
湖北省,荆州市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,4,10.0,113.0
山西省,吕梁市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,6,8.0,111.78999999999999
江西省,宜春市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,5,8.0,111.42
浙江省,台州市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,8,10.0,109.21000000000001
江苏省,淮安市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,3,14.0,108.0296
河北省,衡水市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,5,8.0,107.49
安徽省,亳州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,5,8.0,106.9
黑龙江省,绥化市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,5,7.0,106.86
江苏省,徐州市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,8,10.0,106.32
辽宁省,营口市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,8.0,105.8501
贵州省,黔西南布依族苗族自治州,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,2,8.0,105.6502
安徽省,马鞍山市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,7,7.0,105.06
青海省,海西蒙古族藏族自治州,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,3,6.0,104.25
江苏省,盐城市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,8,10.0,104.23
四川省,甘孜藏族自治州,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,2,8.0,104.1402
黑龙江省,齐齐哈尔市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,5,8.0,102.35
广东省,河源市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,6,7.0,102.08
湖北省,荆州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,5,8.0,101.6
广西壮族自治区,贵港市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,7.0,101.48
湖南省,衡阳市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,5,7.0,101.13
辽宁省,葫芦岛市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,6,12.0,101.11
陕西省,宝鸡市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,5,7.0,101.03
云南省,昆明市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,5,11.0,100.21
安徽省,宣城市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,5,7.0,99.72999999999999
湖南省,益阳市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,3,8.0,98.7801
广东省,清远市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,5,7.0,98.22999999999999
辽宁省,本溪市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,7.0,98.15
云南省,昭通市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,5,7.0,96.98
山东省,日照市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,7.0,96.93
贵州省,毕节市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,7.0,96.24
广东省,云浮市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,7.0,95.0001
山东省,东营市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,6,6.0,94.12
内蒙古自治区,通辽市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,7.0,93.8
吉林省,长春市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,8,9.0,93.75
河北省,秦皇岛市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,7,10.0,93.57
贵州省,铜仁市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,3,7.0,93.38
江西省,鹰潭市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,7.0,93.23
福建省,南平市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,7.0,93.1601
河北省,承德市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,3,7.0,92.3
福建省,莆田市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,7.0,92.0901
安徽省,宿州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,7.0,91.19
湖北省,潜江,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,3,6.0,90.72
陕西省,榆林市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,1,12.0,90.0
湖北省,荆门市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,5,7.0,89.1
四川省,广元市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,1,12.0,86.9304
山东省,泰安市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,5,6.0,86.29
广东省,阳江市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,6.0,86.25
宁夏回族自治区,银川市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,3,7.0,86.15
河南省,南阳市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,6,9.0,84.81
四川省,眉山市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,5,10.0,84.4402
山西省,朔州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,3,6.0,84.3701
辽宁省,丹东市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,5,6.0,84.32000000000001
湖南省,株洲市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,5,6.0,84.05
贵州省,六盘水市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,6.0,84.02010000000001
云南省,大理白族自治州,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,6.0,83.63
海南省,万宁市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,3,4.0,83.26
河南省,许昌市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,6.0,82.6
吉林省,白城市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,3,11.0,81.96
福建省,莆田市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,5,8.0,81.94
广东省,肇庆市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,3,6.0,80.91
河南省,信阳市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,4,10.0,80.7002
云南省,西双版纳傣族自治州,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,3,6.0,80.2001
云南省,德宏傣族景颇族自治州,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,2,6.0,79.2801
山东省,泰安市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,6,7.0,78.67999999999999
云南省,楚雄彝族自治州,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,1,6.0,76.2498
辽宁省,铁岭市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,3,7.0,75.39
山西省,阳泉市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,3,9.0,75.32
山东省,滨州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,3,6.0,74.81989999999999
江苏省,连云港市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,5,7.0,74.51
河南省,濮阳市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,5.0,74.06
山东省,临沂市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,5,8.0,73.72
湖北省,孝感市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,7,7.0,73.42
江西省,赣州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,5.0,73.28999999999999
广西壮族自治区,梧州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,5.0,72.84
湖南省,湘西土家族苗族自治州,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,5.0,71.8
陕西省,延安市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,5.0,71.8
贵州省,遵义市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,3,9.0,71.59
广西壮族自治区,柳州市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,4,8.0,71.5
山东省,威海市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,5.0,71.4
山西省,临汾市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,5.0,71.35
湖南省,湘潭市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,5,5.0,70.86
海南省,白沙黎族自治县,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,2,3.0,70.25
内蒙古自治区,乌海市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,2,4.0,69.37
湖北省,孝感市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,5.0,69.14
四川省,遂宁市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,3,5.0,68.9501
广东省,潮州市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,6,7.0,68.71000000000001
广东省,汕尾市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,7.0,68.45
云南省,玉溪市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,3,5.0,68.25
山西省,忻州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,3,5.0,67.8
广东省,韶关市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,2,5.0,66.88
吉林省,白城市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,2,5.0,66.69
宁夏回族自治区,固原市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,2,4.0,66.28999999999999
甘肃省,庆阳市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,3,5.0,65.95009999999999
安徽省,宣城市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,2,6.0,65.21
四川省,攀枝花市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,3,8.0,64.75
内蒙古自治区,赤峰市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,2,5.0,64.67
黑龙江省,黑河市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,4.0,63.260000000000005
贵州省,黔南布依族苗族自治州,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,3,5.0,62.739999999999995
广东省,湛江市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,4,7.0,62.54
湖南省,郴州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,4.0,62.3
山东省,聊城市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,4,4.0,61.0
海南省,琼海市,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,2,3.0,60.769999999999996
福建省,漳州市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,4,6.0,60.33
辽宁省,辽阳市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,3,8.0,59.8301
湖南省,邵阳市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,3,4.0,59.65
陕西省,榆林市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,3,4.0,59.260000000000005
内蒙古自治区,呼和浩特市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,5,8.0,58.629999999999995
河南省,开封市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,3,4.0,58.5
海南省,琼中黎族苗族自治县,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,2,3.0,57.519999999999996
湖北省,襄阳市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,3,4.0,56.650000000000006
浙江省,衢州市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,3,4.0,56.55
广西壮族自治区,崇左市,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,3,4.0,56.55
安徽省,滁州市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,5,5.0,55.41
安徽省,淮南市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,4,5.0,54.78
江西省,抚州市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,3,5.0,54.709999999999994
河南省,省直辖县级行政区划,美极鲜味汁12x400ml,美极鲜味汁 12x400毫升,2,3.0,54.68000000000001
湖北省,省直辖县级行政区划,美极鲜味汁24x200ml,美极鲜味汁 24x200毫升,2,4.0,54.489999999999995
河南省,洛阳市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,5,5.0,54.09
浙江省,丽水市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,5,5.0,53.89
广东省,云浮市,美极鲜味汁28x100ml,美极鲜味汁 28x100毫升,3,7.0,53.839999999999996
